LRU/SRU P/N Product Line Desc,FAILURE OPEN DATE,Failed Item Description,Failed Item,Fail Code Desc,Fail Cat Desc,Rep Act Code Des
P ,28/08/2023,WCDDM TOP ASSY,MB1403A-00,SRU Issue,electrical,Re Calibration
M ,28/08/2023,VMSC,915-30-00100-00,SRU Issue,electrical,Replaced/add Component
C ,29/08/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
P ,29/08/2023,WCDDM TOP ASSY,MB1403B-01,OPERATOR MISTAKE KABAM,Workmanship,Retest
P ,29/08/2023,WCDDM TOP ASSY,MB1403A-00,Component Issue,Mechanical,Replaced/add Component
C ,29/08/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,29/08/2023,"TRAY, COMPUTER UNIT",055108A-01,Defect LRU,RT,Repair
M ,29/08/2023,POWER SUPPLY,501-31-00500-01,Component Issue,electrical,Replaced/add Component
C ,30/08/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
M ,30/08/2023,EFI BOARD ASSY,80-63-00010-04,Component Issue,electrical,Replaced/add Component
C ,30/08/2023,AMC,MB0807D-22,Infrastructure,Infrastructure,Retest
P ,31/08/2023,WCNDM TOP ASSY,MB1402A-00,SRU Issue,electrical,Re Calibration
M ,31/08/2023,VMSC,915-30-00100-00,SRU Issue,low temp,Replaced/add Component
C ,31/08/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
P ,31/08/2023,PROJECTION ASSY,112835A-00,SRU Issue,electrical,Replaced SRU
P ,31/08/2023,WCDDM TOP ASSY,MB1403A-00,SRU Issue,electrical,Replaced SRU
C ,31/08/2023,COMPUTER UNIT- GEN-1,GB1277N-00,NFYC-Non failure yield calcula,Infrastructure,Repair Infrastructure
C ,03/09/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
M ,03/09/2023,CONTROLLER BOX ASSY,79-83-00300-02,Tester Issue,Tester,Retest
C ,04/09/2023,COMPUTER UNIT- GEN-1,GB1277N-00,Defect LRU,HT,Repair
C ,04/09/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,04/09/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,04/09/2023,AMC,MB0807D-22,Tester Issue,Tester,Fixed Test Equipment
C ,04/09/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,04/09/2023,AMC,MB0807D-22,Assembly Issue,Hardware,Reassembly
C ,04/09/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,04/09/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
M ,04/09/2023,GVIU MODULE TOP ASSY,MB669B-03,SRU Issue,electrical,Replaced SRU
C ,04/09/2023,AMC,MB0807D-22,Can Not Duplicate,Can Not Duplicate,No repair action was taken
C ,04/09/2023,DTD UNIT,MB0946C-41,SRU Issue,Hardware,Replaced SRU
P ,05/09/2023,"PWA, INTERFACE, MHU (LF)",067443A-02,SRU Issue,electrical,Replaced SRU
P ,05/09/2023,OLED OPTICS ASSY,082712J-00,SRU Issue,Optical,Replaced SRU
P ,05/09/2023,WCNDM TOP ASSY,MB1402A-00,Visual Inspection,Damage,Replaced/add Component
P ,06/09/2023,WCDDM TOP ASSY,MB1403A-00,Tester Issue,Tester,Retest
C ,06/09/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,06/09/2023,COMPUTER UNIT-TOP ASSY,MB1277J-01,SRU Issue,electrical,Replaced SRU
C ,06/09/2023,COMPUTER UNIT-TOP ASSY,MB1277U-00,Damage Issue,Mechanical,Replaced/add Component
P ,07/09/2023,WCDDM TOP ASSY,MB1403A-00,Tester Issue,Tester,Changed Test Equipment
C ,07/09/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,08/09/2023,DTD UNIT,MB0946C-41,SRU Issue,electrical,Replaced SRU
P ,10/09/2023,WCDDM TOP ASSY,MB1403A-00,OPERATOR MISTAKE KABAM,Workmanship,No repair action was taken
C ,10/09/2023,AMC,MB0807D-22,Can Not Duplicate,Can Not Duplicate,Retest
C ,11/09/2023,COMPUTER UNIT-TOP ASSY,MB1277J-01,Defect LRU,RT,Reprograming
C ,11/09/2023,DTD UNIT,MB0946C-07,SRU Issue,electrical,Replaced SRU
C ,11/09/2023,DTD UNIT,MB0946C-07,SRU Issue,electrical,Replaced SRU
C ,11/09/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
P ,11/09/2023,WCNDM TOP ASSY,MB1402A-00,Component Issue,electrical,Replaced/add Component
C ,12/09/2023,AMC,MB0807D-22,SRU Issue,Hardware,Rework
C ,12/09/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,12/09/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
M ,13/09/2023,PDCR,602-31-00140-02,Tester Issue,Tester,Retest
M ,13/09/2023,PDCR,602-31-00140-02,Tester Issue,Tester,Retest
M ,13/09/2023,I.C BOARD ASSY,85-31-00230-04,Component Issue,electrical,Replaced/add Component
P ,13/09/2023,WCDDM TOP ASSY,MB1403A-00,Tester Issue,Tester,Retest
M ,13/09/2023,PDCR,602-31-00140-02,Tester Issue,Tester,Retest
C ,14/09/2023,DTD UNIT,MB0946C-41,Defect LRU,RT,Repair
M ,14/09/2023,LG SIM ASSY,950-31-00400-04,OPERATOR MISTAKE KABAM,Workmanship,Retest
C ,18/09/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
P ,18/09/2023,WCDDM TOP ASSY,MB1403A-00,Tester Issue,Tester,Retest
M ,18/09/2023,VMSC,97-30-31000-05,Documentation Issue,Workmanship,No repair action was taken
P ,18/09/2023,BWCNDM TOP ASSY,MB2402A-00,Tester Issue,Engineering,Fixed Test Equipment
P ,19/09/2023,WCDDM TOP ASSY,MB1403A-00,SRU Issue,electrical,Replaced SRU
P ,19/09/2023,WCNDM TOP ASSY,MB1402A-00,Documentation Issue,Document,Rework
M ,19/09/2023,EFI INTERFACE UNIT,80-63-00050-04,Electrical Issue,,Rework
C ,19/09/2023,COMPUTER UNIT- GEN-1,GB1277N-00,Tester Issue,low temp,Retest
C ,19/09/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
P ,20/09/2023,WCNDM TOP ASSY,MB1402A-00,SRU Issue,electrical,Re Calibration
C ,20/09/2023,COMPUTER UNIT- GEN-1,GB1277N-00,SRU Issue,Software,Replaced SRU
M ,21/09/2023,ANTENNA INTERFACE,951-35-00110-01,Tester Issue,Tester,Retest
M ,21/09/2023,ANTENNA INTERFACE,75-35-00200-00,OPERATOR MISTAKE KABAM,Workmanship,Retest
C ,26/09/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,26/09/2023,AMC,MB0807D-22,Can Not Duplicate,Engineering,No repair action was taken
C ,26/09/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
P ,26/09/2023,OLED OPTICS ASSY,082712J-00,Operator Mistake,Workmanship,Rework
C ,26/09/2023,AMC,MB0807D-22,Tester Issue,Tester,Fixed Test Equipment
C ,26/09/2023,AMC,MB0807D-22,SRU Issue,low temp,Replaced SRU
C ,26/09/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,26/09/2023,AMC,MB0807D-22,Tester Issue,Tester,Fixed Test Equipment
M ,26/09/2023,CON. BOARD ASSY,79-83-00200-03,Component Issue,electrical,Replaced/add Component
M ,27/09/2023,VMSC,915-30-00100-00,SRU Issue,electrical,Replaced/add Component
C ,27/09/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,28/09/2023,COMPUTER UNIT- GEN-1,GB1277N-00,SRU Issue,electrical,Replaced SRU
M ,28/09/2023,SMART SIM ASSY,950-31-00350-02,Electrical Issue,electrical,Replaced SRU
P ,28/09/2023,"NIGHT HUD, TOP ASSY",MB240A-03,Tester Issue,low temp,Fixed Test Equipment
C ,28/09/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
M ,28/09/2023,EFI INTERFACE UNIT,80-63-00050-04,For testing,HT,Retest
M ,28/09/2023,EFI INTERFACE UNIT,80-63-00050-04,For testing,low temp,Retest
C ,05/10/2023,AMC,MB0807D-22,Component Issue,Hardware,Replaced/add Component
P ,08/10/2023,"PWA, COMMON DRIVER",074637A-00,Component Issue,Workmanship,Replaced/add Component
M ,08/10/2023,POWER QUICC II CORE PROC. ASSY,97-05-31016-01,Component Issue,Workmanship,Replaced/add Component
C ,08/10/2023,COMPUTER UNIT-TOP ASSY,MB1277J-30,Tester Issue,RT,Retest
M ,09/10/2023,DRPB BOARD ASSY,915-30-00080-00,Component Issue,electrical,Replaced/add Component
C ,09/10/2023,COMPUTER UNIT- GEN-1,GB1277N-00,SRU Issue,electrical,No repair action was taken
M ,09/10/2023,DRPB BOARD ASSY,915-30-00080-00,Component Issue,electrical,Replaced/add Component
M ,11/10/2023,EPDU PDU - II BOARD ASSY,96-31-00010-01,Component Issue,electrical,Replaced/add Component
C ,11/10/2023,AMC,MB0807D-22,Infrastructure,Infrastructure,Retest
C ,11/10/2023,AMC,MB0807D-22,Infrastructure,Infrastructure,Retest
C ,11/10/2023,AMC,MB0807D-22,Assembly Issue,Hardware,Reassembly
M ,11/10/2023,MPU BOARD ASSY,97-30-30013-02,Component Issue,electrical,Replaced/add Component
M ,11/10/2023,SMART SIM ASSY,950-31-00350-02,Electrical Issue,electrical,Replaced/add Component
P ,11/10/2023,WCNDM TOP ASSY,MB1402A-00,OPERATOR MISTAKE KABAM,Workmanship,Retest
C ,11/10/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,11/10/2023,COMPUTER UNIT-TOP ASSY,MB1277J-01,SRU Issue,electrical,Replaced SRU
C ,12/10/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,12/10/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
P ,14/10/2023,"BI EYE PIECE, ASSY",112211A-02,Tester Issue,Engineering,Fixed Test Equipment
P ,15/10/2023,"NIGHT HUD, TOP ASSY",MB240A-03,Damage Issue,Damage,Rework
C ,15/10/2023,AMC,MB0807D-22,Can Not Duplicate,Engineering,No repair action was taken
C ,15/10/2023,AMC,MB0807D-22,Can Not Duplicate,Engineering,No repair action was taken
C ,15/10/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
P ,15/10/2023,"NIGHT HUD, TOP ASSY",MB240A-03,Damage Issue,Damage,Replaced/add Component
C ,16/10/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
M ,16/10/2023,PDCR,602-31-00140-02,Tester Issue,Tester,Retest
C ,16/10/2023,AMC,MB0807D-22,Design Issue,Engineering,No repair action was taken
C ,16/10/2023,AMC,MB0807D-22,Tester Issue,Tester,No repair action was taken
C ,16/10/2023,AMC,MB0807D-22,SRU Issue,Hardware,Rework
C ,17/10/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
P ,17/10/2023,WCDDM TOP ASSY,MB1403A-00,Visual Inspection,HT,No repair action was taken
C ,17/10/2023,COMPUTER UNIT-TOP ASSY,MB1277J-01,SRU Issue,electrical,Replaced SRU
C ,17/10/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
M ,19/10/2023,I.C BOARD ASSY,85-31-00230-04,Component Issue,electrical,Replaced/add Component
C ,19/10/2023,AMC,MB0807D-22,SRU Issue,Damage,Replaced/add Component
C ,19/10/2023,AMC,MB0807D-22,SRU Issue,Hardware,Rework
C ,19/10/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,20/10/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,20/10/2023,AMC,MB0807D-22,Tester Issue,Tester,Fixed Test Equipment
C ,20/10/2023,AMC,MB0807D-22,Infrastructure,Infrastructure,Retest
C ,20/10/2023,AMC,MB0807D-22,Cleaning Issue,Assembly,Rework
C ,20/10/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
M ,22/10/2023,RMSC,93-30-00200-05,Cleaning Issue,electrical,Cleaning
P ,22/10/2023,"NIGHT HUD, TOP ASSY",MB240A-03,Tester Issue,Tester,Retest
M ,22/10/2023,TADU BOARD ASSY,602-36-00110-02,Electrical Issue,electrical,Replaced/add Component
C ,22/10/2023,AMC,MB0807D-22,Electrical Issue,electrical,Rework
P ,22/10/2023,"NIGHT HUD, TOP ASSY",MB240A-03,Tester Issue,Tester,Retest
P ,22/10/2023,"NIGHT HUD, TOP ASSY",MB240A-03,Tester Issue,Tester,Retest
P ,22/10/2023,WCNDM TOP ASSY,MB1402A-00,Tester Issue,Hardware,Rework
P ,23/10/2023,WCNDM TOP ASSY,MB1402R-00,OPERATOR MISTAKE KABAM,Workmanship,Reassembly
C ,23/10/2023,"PWA, SNOWRUNNER GRAPHICS II",018752K-01,Soldering Issue,Workmanship,Replaced/add Component
C ,23/10/2023,"PWA, SNOWRUNNER HD",078008A-01,Soldering Issue,Workmanship,Replaced/add Component
C ,23/10/2023,COMPUTER UNIT-TOP ASSY,MB1277J-01,SRU Issue,electrical,Replaced SRU
M ,23/10/2023,PDCR,602-31-00140-02,Tester Issue,Tester,Retest
C ,24/10/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,24/10/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,25/10/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
P ,25/10/2023,CABLE AND DRIVER NIGHT ASSY,018875A-01,SRU Issue,electrical,Replaced SRU
P ,25/10/2023,WCDDM TOP ASSY,MB1403A-00,Component Issue,electrical,Replaced/add Component
P ,25/10/2023,WCDDM TOP ASSY,MB1403A-00,SRU Issue,electrical,Re Calibration
P ,25/10/2023,PROJECTION ASSY,112835A-00,SRU Issue,Optical,Replaced SRU
M ,26/10/2023,OPTOCOUPLER SIM BOARD ASSY,951-30-00006-00,Component Issue,electrical,Broken component
C ,26/10/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
P ,29/10/2023,WCDDM TOP ASSY,MB1403A-00,Assembly Issue,Mechanical,Reassembly
P ,29/10/2023,"PWA, INTERFACE, MHU (LF)",067443A-02,SRU Issue,electrical,Replaced SRU
P ,29/10/2023,WCNDM TOP ASSY,MB1402R-00,OPERATOR MISTAKE KABAM,Workmanship,Retest
M ,29/10/2023,VMSC,95-30-00100-04,Cleaning Issue,low temp,Cleaning
C ,29/10/2023,AMC,MB0807D-22,Component Issue,Hardware,Replaced/add Component
M ,29/10/2023,VMSC,95-30-00100-04,Cleaning Issue,low temp,Cleaning
C ,29/10/2023,COMPUTER UNIT- GEN-1,GB1277N-00,Tester Issue,low temp,Retest
M ,29/10/2023,PDCR,602-31-00140-02,Tester Issue,Tester,Retest
M ,29/10/2023,PDCR,602-31-00140-02,Tester Issue,Tester,Retest
M ,29/10/2023,PDCR,602-31-00140-02,Tester Issue,Tester,Retest
M ,29/10/2023,PDCR,602-31-00140-02,Tester Issue,Tester,Retest
P ,29/10/2023,NDM TOP ASSY,MB240U-01,Documentation Issue,Document,Rework
C ,30/10/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,30/10/2023,AMC,MB0807D-22,SRU Issue,Hardware,Retest
C ,30/10/2023,COMPUTER UNIT- GEN-1,GB1277N-00,Infrastructure,low temp,Retest
M ,30/10/2023,CON. BOARD ASSY,79-83-00200-03,SRU Issue,electrical,Replaced/add Component
C ,30/10/2023,AMC,MB0807D-22,Damage Issue,electrical,Cleaning
M ,30/10/2023,TADU BOARD ASSY,602-36-00110-02,Electrical Issue,electrical,Replaced/add Component
P ,30/10/2023,WCDDM TOP ASSY,MB1403A-00,OPERATOR MISTAKE KABAM,Workmanship,Retest
C ,30/10/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,31/10/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,31/10/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,31/10/2023,COMPUTER UNIT- GEN-1,GB1277N-00,SRU Issue,electrical,Replaced SRU
M ,31/10/2023,PDCR,602-31-00140-02,SRU Issue,electrical,Replaced/add Component
C ,31/10/2023,COMPUTER UNIT-TOP ASSY,MB1277J-01,SRU Issue,electrical,Replaced SRU
M ,31/10/2023,FLIGHT CONTROL UNIT (FCU) ASSY,MA812D-01,Tester Issue,low temp,Retest
P ,31/10/2023,WCDDM TOP ASSY,MB1403A-00,Tester Issue,Tester,Retest
P ,01/11/2023,PWA PS-ANA-DIG,87613A-02,SRU Issue,electrical,Replaced SRU
P ,01/11/2023,"FLAT DAY HUD(FDH),TOP ASSY",MB386A-08,Tester Issue,Tester,Fixed Test Equipment
P ,01/11/2023,WCNDM TOP ASSY,MB1402A-00,Tester Issue,Tester,Retest
C ,01/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,01/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
P ,01/11/2023,WCDDM TOP ASSY,MB1403A-00,Visual Inspection,Mechanical,No repair action was taken
P ,02/11/2023,"PWA, INTERFACE, MHU (LF)",067443A-02,SRU Issue,electrical,Replaced SRU
M ,02/11/2023,FLIGHT CONTROL UNIT (FCU) ASSY,MA812D-01,For testing,No Problem,Retest
C ,02/11/2023,AMC,MB0807D-22,Assembly Issue,Assembly,Reassembly
P ,02/11/2023,WCDDM TOP ASSY,MB1403A-00,Assembly Issue,Mechanical,Reassembly
C ,02/11/2023,DTD UNIT,MB0946C-07,SRU Issue,electrical,Replaced SRU
C ,02/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
P ,02/11/2023,WCNDM TOP ASSY,MB1402A-00,Tester Issue,Tester,Changed Test Equipment
M ,05/11/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
M ,05/11/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
M ,05/11/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
M ,05/11/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
M ,05/11/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
M ,05/11/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
P ,05/11/2023,PROJECTION ASSY,112835A-00,SRU Issue,Optical,Replaced SRU
P ,05/11/2023,WCNDM TOP ASSY,MB1402A-00,OPERATOR MISTAKE KABAM,Workmanship,Retest
P ,05/11/2023,WCNDM TOP ASSY,MB1402A-00,OPERATOR MISTAKE KABAM,Workmanship,Retest
C ,05/11/2023,AMC,MB0807D-22,Assembly Issue,Hardware,Reassembly
P ,06/11/2023,DAY DISPLAY MODULE,MB386G-00,SRU Issue,Optical,Re Calibration
C ,07/11/2023,AMC,MB0807D-22,Assembly Issue,Hardware,Reassembly
P ,07/11/2023,BWCNDM TOP ASSY,MB2402A-00,OPERATOR MISTAKE KABAM,Workmanship,Retest
P ,07/11/2023,BWCNDM TOP ASSY,MB2402A-00,OPERATOR MISTAKE KABAM,Workmanship,Retest
M ,07/11/2023,MICRO I/O BOARD ASSY,97-30-31004-05,SRU Issue,electrical,Replaced SRU
P ,07/11/2023,OPTICAL UNIT ASSY,42612A-03,SRU Issue,Optical,Replaced SRU
C ,08/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,08/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Fixed Test Equipment
C ,08/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,08/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,08/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,08/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,08/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Fixed Test Equipment
C ,08/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,08/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,08/11/2023,COMPUTER UNIT-TOP ASSY,MB1277J-01,SRU Issue,electrical,Replaced SRU
C ,08/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,09/11/2023,COMPUTER UNIT-TOP ASSY,MB1277J-02,Defect LRU,RT,Rework
C ,09/11/2023,AMC,MB0807D-22,Tester Issue,Hardware,Retest
C ,09/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,09/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
M ,09/11/2023,VMSC,915-30-00100-01,SRU Issue,electrical,Replaced SRU
M ,09/11/2023,VMSC,915-30-00100-01,Cleaning Issue,electrical,Cleaning
C ,09/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,09/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,09/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,09/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,10/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
P ,12/11/2023,BWCNDM TOP ASSY,MB2402A-00,OPERATOR MISTAKE KABAM,Workmanship,Retest
C ,12/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,13/11/2023,"PWA, DISPLY GENERATOR-CECILE",4.83E+03,SRU Issue,Assembly,No repair action was taken
M ,13/11/2023,TADU BOARD ASSY,602-36-00110-02,Electrical Issue,electrical,Replaced/add Component
M ,13/11/2023,TADU BOARD ASSY,602-36-00110-02,Electrical Issue,electrical,Replaced/add Component
C ,13/11/2023,COMPUTER UNIT-TOP ASSY,MB1277J-02,SRU Issue,RT,Replaced SRU
P ,14/11/2023,LCD ASSY,112836A-00,Tester Issue,Tester,Re Calibration
P ,14/11/2023,WCDDM TOP ASSY,MB1403A-00,SRU Issue,electrical,Re Calibration
P ,14/11/2023,"NIGHT HUD, TOP ASSY",MB240A-03,OPERATOR MISTAKE KABAM,Workmanship,Retest
P ,14/11/2023,WCDDM TOP ASSY,MB1403A-00,SRU Issue,electrical,Replaced SRU
C ,14/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,14/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
P ,14/11/2023,"LCD ASSY, FLEX REPL WM",077668A-00,SRU Issue,electrical,Replaced SRU
M ,14/11/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
M ,14/11/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
M ,14/11/2023,GRIP LEFT HAND,915-05-00150-00,Documentation Issue,Workmanship,Documentation correction
C ,15/11/2023,AMC,MB0807D-22,Connector Issue,Damage,Replaced SRU
M ,15/11/2023,TADU BOARD ASSY,602-36-00110-02,Calibration Issue,electrical,Replaced/add Component
M ,15/11/2023,TADU BOARD ASSY,602-36-00110-02,Calibration Issue,electrical,Replaced/add Component
P ,16/11/2023,WCDDM TOP ASSY,MB1403A-00,ECO,electrical,Preform ECO
M ,16/11/2023,CONTROLLER BOX ASSY,79-83-00300-02,Component Issue,RT,Replaced/add Component
M ,19/11/2023,PWA CPU,14920B-03,Electrical Issue,electrical,Replaced/add Component
M ,19/11/2023,VMSC,915-30-00100-01,SRU Issue,electrical,Replaced/add Component
M ,19/11/2023,FLIGHT CONTROL UNIT (FCU) ASSY,MA812D-01,Electrical Issue,electrical,Rework
C ,19/11/2023,COMPUTER UNIT-TOP ASSY,MB1277J-01,SRU Issue,electrical,Replaced SRU
C ,19/11/2023,COMPUTER UNIT- GEN-1,GB1277N-00,Tester Issue,Tester,Retest
P ,19/11/2023,OLED OPTICS ASSY,082712J-00,OPERATOR MISTAKE ELBIT,Workmanship,No repair action was taken
C ,20/11/2023,AMC,MB0807D-22,SRU Issue,electrical,Replaced SRU
M ,20/11/2023,SMART SIM ASSY,950-31-00350-02,Assembly Issue,Mechanical,Replaced SRU
M ,20/11/2023,SMART SIM ASSY,950-31-00350-02,Assembly Issue,Mechanical,Rework
M ,20/11/2023,SMART SIM ASSY,950-31-00350-02,Assembly Issue,Mechanical,Rework
M ,20/11/2023,SMART SIM ASSY,950-31-00350-02,Assembly Issue,Mechanical,Rework
M ,20/11/2023,SMART SIM ASSY,950-31-00350-02,Assembly Issue,Mechanical,Rework
M ,20/11/2023,SMART SIM ASSY,950-31-00350-02,Assembly Issue,Mechanical,Rework
M ,20/11/2023,SMART SIM ASSY,950-31-00350-02,Assembly Issue,Mechanical,Rework
M ,20/11/2023,SMART SIM ASSY,950-31-00350-02,Assembly Issue,Mechanical,Rework
M ,20/11/2023,SMART SIM ASSY,950-31-00350-02,Assembly Issue,Mechanical,Rework
M ,20/11/2023,SMART SIM ASSY,950-31-00350-02,Assembly Issue,Mechanical,Rework
M ,20/11/2023,SMART SIM ASSY,950-31-00350-02,Assembly Issue,Mechanical,Rework
M ,20/11/2023,SMART SIM ASSY,950-31-00350-02,Assembly Issue,Mechanical,Rework
M ,20/11/2023,SMART SIM ASSY,950-31-00350-02,Assembly Issue,Mechanical,Rework
M ,20/11/2023,SMART SIM ASSY,950-31-00350-02,Assembly Issue,Mechanical,Rework
C ,21/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,21/11/2023,DTD UNIT,MB0946C-41,SRU Issue,Software,Replaced SRU
C ,22/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,22/11/2023,COMPUTER UNIT-TOP ASSY,MB1277J-01,SRU Issue,electrical,Replaced SRU
P ,22/11/2023,WCNDM TOP ASSY,MB1402A-00,SRU Issue,TE CALL NO,Re Calibration
C ,22/11/2023,COMPUTER UNIT- GEN-1,GB1277N-00,SRU Issue,electrical,Replaced SRU
P ,22/11/2023,PWA PS-ANA-DIG,115961A-01,SRU Issue,electrical,Replaced SRU
P ,22/11/2023,PWA PS-ANA-DIG,115961A-01,SRU Issue,electrical,Replaced SRU
C ,22/11/2023,COMPUTER UNIT-TOP ASSY,MB1277J-01,Tester Issue,HT,Retest
C ,23/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Rework
M ,26/11/2023,SPDU,950-31-00100-01,SRU Issue,electrical,Replaced/add Component
C ,26/11/2023,AMC,MB0807D-22,Component Issue,Hardware,Replaced/add Component
C ,26/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
C ,26/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Rework
C ,26/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,26/11/2023,AMC,MB0807D-22,SRU Issue,Hardware,Replaced SRU
M ,26/11/2023,RMSC,93-30-00200-05,SRU Issue,electrical,Replaced SRU
C ,26/11/2023,COMPUTER UNIT- GEN-1,GB1277N-00,Tester Issue,HT,Retest
C ,26/11/2023,COMPUTER UNIT- GEN-1,GB1277N-00,Infrastructure,RT,No repair action was taken
C ,26/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,27/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
C ,27/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Changed Test Equipment
C ,27/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Fixed Test Equipment
M ,27/11/2023,FLIGHT CONTROL UNIT (FCU) ASSY,MA812D-01,For testing,low temp,Retest
C ,27/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Cable Issue
C ,27/11/2023,AMC,MB0807D-22,Tester Issue,Tester,Retest
